"","no","speciesID","species","combination","temp","rep","sampling","cellVolume"
"1707",307,"Guido","duo","AG","inc+fluc",1,1,2063450.70863489
"1708",308,"Guido","duo","AG","inc+fluc",2,1,2063450.70863489
"1709",415,"Guido","quattro","ADGR","fluct",1,15,0
"1710",326,"Guido","duo","DG","inc+fluc",2,6,9629436.64029617
"1711",416,"Guido","quattro","ADGR","fluct",2,15,0
"1712",409,"Guido","quattro","ADGT","fluct",1,9,14444154.9604443
"1713",206,"Guido","duo","DG","fluct",2,6,9629436.64029617
"1714",471,"Guido","quattro","ADGT","inc+fluc",3,12,0
"1715",477,"Guido","quattro","ADGR","inc+fluc",3,15,0
"1716",73,"Guido","mono","G","inc",1,9,6190352.12590468
"1717",104,"Guido","mono","G","inc+fluc",2,15,24073591.6007404
"1718",469,"Guido","quattro","ADGT","inc+fluc",1,6,4814718.32014809
"1719",343,"Guido","duo","GR","inc+fluc",1,9,4814718.32014809
"1720",481,"Guido","MIX","ADGRT","CS",1,15,0
"1721",499,"Guido","MIX","ADGRT","inc+fluc",1,1,9629436.64029617
"1722",73,"Guido","mono","G","inc",1,6,38517746.5611847
"1723",345,"Guido","duo","GR","inc+fluc",3,9,4814718.32014809
"1724",104,"Guido","mono","G","inc+fluc",2,12,24073591.6007404
"1725",326,"Guido","duo","DG","inc+fluc",2,1,2063450.70863489
"1726",229,"Guido","duo","GT","fluct",1,9,19258873.2805923
"1727",207,"Guido","duo","DG","fluct",3,1,2063450.70863489
"1728",411,"Guido","quattro","ADGT","fluct",3,6,14444154.9604443
"1729",483,"Guido","MIX","ADGRT","CS",3,15,0
"1730",247,"Guido","duo","AG","inc",1,15,0
"1731",225,"Guido","duo","GR","fluct",3,6,4814718.32014809
"1732",75,"Guido","mono","G","inc",3,3,38517746.5611847
"1733",469,"Guido","quattro","ADGT","inc+fluc",1,1,19258873.2805923
"1734",249,"Guido","duo","AG","inc",3,15,0
"1735",411,"Guido","quattro","ADGT","fluct",3,3,4814718.32014809
"1736",487,"Guido","MIX","ADGRT","fluct",1,15,34046936.6924757
"1737",231,"Guido","duo","GT","fluct",3,6,9629436.64029617
"1738",361,"Guido","quattro","DGRT","CS",1,9,33703028.2410366
"1739",439,"Guido","quattro","ADGT","inc",1,6,19258873.2805923
"1740",128,"Guido","duo","AG","CS",2,12,4814718.32014809
"1741",105,"Guido","mono","G","inc+fluc",3,6,4814718.32014809
"1742",344,"Guido","duo","GR","inc+fluc",2,1,2063450.70863489
"1743",129,"Guido","duo","AG","CS",3,12,4814718.32014809
"1744",345,"Guido","duo","GR","inc+fluc",3,1,2063450.70863489
"1745",475,"Guido","quattro","ADGR","inc+fluc",1,1,9629436.64029617
"1746",104,"Guido","mono","G","inc+fluc",2,3,19258873.2805923
"1747",105,"Guido","mono","G","inc+fluc",3,3,19258873.2805923
"1748",482,"Guido","MIX","ADGRT","CS",2,6,4814718.32014809
"1749",493,"Guido","MIX","ADGRT","inc",1,15,0
"1750",367,"Guido","quattro","AGRT","CS",1,9,4814718.32014809
"1751",421,"Guido","quattro","DGRT","inc",1,3,9629436.64029617
"1752",247,"Guido","duo","AG","inc",1,6,4814718.32014809
"1753",248,"Guido","duo","AG","inc",2,6,4814718.32014809
"1754",368,"Guido","quattro","AGRT","CS",2,9,4814718.32014809
"1755",128,"Guido","duo","AG","CS",2,6,4814718.32014809
"1756",362,"Guido","quattro","DGRT","CS",2,3,9629436.64029617
"1757",481,"Guido","MIX","ADGRT","CS",1,1,4814718.32014809
"1758",428,"Guido","quattro","AGRT","inc",2,6,4814718.32014809
"1759",493,"Guido","MIX","ADGRT","inc",1,12,4814718.32014809
"1760",146,"Guido","duo","DG","CS",2,12,4814718.32014809
"1761",471,"Guido","quattro","ADGT","inc+fluc",3,9,4814718.32014809
"1762",128,"Guido","duo","AG","CS",2,3,9629436.64029617
"1763",482,"Guido","MIX","ADGRT","CS",2,1,4814718.32014809
"1764",362,"Guido","quattro","DGRT","CS",2,1,2751267.61151319
"1765",487,"Guido","MIX","ADGRT","fluct",1,3,4814718.32014809
"1766",284,"Guido","duo","GR","inc",2,15,0
"1767",363,"Guido","quattro","DGRT","CS",3,1,2751267.61151319
"1768",368,"Guido","quattro","AGRT","CS",2,3,4814718.32014809
"1769",147,"Guido","duo","DG","CS",3,9,9629436.64029617
"1770",429,"Guido","quattro","AGRT","inc",3,3,4814718.32014809
"1771",367,"Guido","quattro","AGRT","CS",1,1,4814718.32014809
"1772",266,"Guido","duo","DG","inc",2,6,4814718.32014809
"1773",428,"Guido","quattro","AGRT","inc",2,1,9629436.64029617
"1774",441,"Guido","quattro","ADGT","inc",3,12,4814718.32014809
"1775",146,"Guido","duo","DG","CS",2,6,9629436.64029617
"1776",447,"Guido","quattro","ADGR","inc",3,15,0
"1777",495,"Guido","MIX","ADGRT","inc",3,9,19258873.2805923
"1778",145,"Guido","duo","DG","CS",1,3,9629436.64029617
"1779",483,"Guido","MIX","ADGRT","CS",3,12,4814718.32014809
"1780",266,"Guido","duo","DG","inc",2,3,4814718.32014809
"1781",451,"Guido","quattro","DGRT","inc+fluc",1,15,11348978.8974919
"1782",147,"Guido","duo","DG","CS",3,3,4814718.32014809
"1783",495,"Guido","MIX","ADGRT","inc",3,6,4814718.32014809
"1784",501,"Guido","MIX","ADGRT","inc+fluc",3,12,4814718.32014809
"1785",391,"Guido","quattro","DGRT","fluct",1,15,0
"1786",284,"Guido","duo","GR","inc",2,6,19258873.2805923
"1787",283,"Guido","duo","GR","inc",1,6,33703028.2410366
"1788",439,"Guido","quattro","ADGT","inc",1,3,4814718.32014809
"1789",379,"Guido","quattro","ADGT","CS",1,3,9629436.64029617
"1790",170,"Guido","duo","GT","CS",2,9,52961901.5216289
"1791",285,"Guido","duo","GR","inc",3,6,9629436.64029617
"1792",308,"Guido","duo","AG","inc+fluc",2,15,0
"1793",188,"Guido","duo","AG","fluct",2,15,11348978.8974919
"1794",397,"Guido","quattro","AGRT","fluct",1,15,34046936.6924757
"1795",441,"Guido","quattro","ADGT","inc",3,3,4814718.32014809
"1796",189,"Guido","duo","AG","fluct",3,15,0
"1797",291,"Guido","duo","GT","inc",3,6,38517746.5611847
"1798",391,"Guido","quattro","DGRT","fluct",1,9,4814718.32014809
"1799",187,"Guido","duo","AG","fluct",1,12,4814718.32014809
"1800",165,"Guido","duo","GR","CS",3,3,14444154.9604443
"1801",457,"Guido","quattro","AGRT","inc+fluc",1,12,0
"1802",169,"Guido","duo","GT","CS",1,3,4814718.32014809
"1803",189,"Guido","duo","AG","fluct",3,12,4814718.32014809
"1804",163,"Guido","duo","GR","CS",1,1,2063450.70863489
"1805",458,"Guido","quattro","AGRT","inc+fluc",2,12,4814718.32014809
"1806",171,"Guido","duo","GT","CS",3,3,9629436.64029617
"1807",308,"Guido","duo","AG","inc+fluc",2,9,4814718.32014809
"1808",14,"Guido","mono","G","CS",2,9,20634507.0863489
"1809",385,"Guido","quattro","ADGR","CS",1,1,9629436.64029617
"1810",446,"Guido","quattro","ADGR","inc",2,1,4814718.32014809
"1811",453,"Guido","quattro","DGRT","inc+fluc",3,6,4814718.32014809
"1812",206,"Guido","duo","DG","fluct",2,15,11348978.8974919
"1813",307,"Guido","duo","AG","inc+fluc",1,6,4814718.32014809
"1814",452,"Guido","quattro","DGRT","inc+fluc",2,3,14444154.9604443
"1815",308,"Guido","duo","AG","inc+fluc",2,6,14444154.9604443
"1816",387,"Guido","quattro","ADGR","CS",3,1,4814718.32014809
"1817",189,"Guido","duo","AG","fluct",3,6,4814718.32014809
"1818",397,"Guido","quattro","AGRT","fluct",1,6,4814718.32014809
"1819",165,"Guido","duo","GR","CS",3,12,4814718.32014809
"1820",393,"Guido","quattro","DGRT","fluct",3,3,4814718.32014809
"1821",13,"Guido","mono","G","CS",1,3,38517746.5611847
"1822",457,"Guido","quattro","AGRT","inc+fluc",1,3,4814718.32014809
"1823",392,"Guido","quattro","DGRT","fluct",2,1,2751267.61151319
"1824",309,"Guido","duo","AG","inc+fluc",3,3,4814718.32014809
"1825",458,"Guido","quattro","AGRT","inc+fluc",2,3,4814718.32014809
"1826",469,"Guido","quattro","ADGT","inc+fluc",1,12,4814718.32014809
"1827",327,"Guido","duo","DG","inc+fluc",3,9,4814718.32014809
"1828",471,"Guido","quattro","ADGT","inc+fluc",3,15,0
"1829",457,"Guido","quattro","AGRT","inc+fluc",1,1,4814718.32014809
"1830",470,"Guido","quattro","ADGT","inc+fluc",2,12,4814718.32014809
"1831",345,"Guido","duo","GR","inc+fluc",3,15,0
"1832",399,"Guido","quattro","AGRT","fluct",3,3,4814718.32014809
"1833",469,"Guido","quattro","ADGT","inc+fluc",1,9,0
"1834",327,"Guido","duo","DG","inc+fluc",3,6,4814718.32014809
"1835",350,"Guido","duo","GT","inc+fluc",2,15,0
"1836",43,"Guido","mono","G","fluct",1,3,19258873.2805923
"1837",459,"Guido","quattro","AGRT","inc+fluc",3,1,4814718.32014809
"1838",225,"Guido","duo","GR","fluct",3,12,4814718.32014809
"1839",410,"Guido","quattro","ADGT","fluct",2,9,4814718.32014809
"1840",326,"Guido","duo","DG","inc+fluc",2,3,9629436.64029617
"1841",327,"Guido","duo","DG","inc+fluc",3,3,14444154.9604443
"1842",230,"Guido","duo","GT","fluct",2,12,14444154.9604443
"1843",416,"Guido","quattro","ADGR","fluct",2,12,4814718.32014809
"1844",350,"Guido","duo","GT","inc+fluc",2,12,4814718.32014809
"1845",74,"Guido","mono","G","inc",2,6,28888309.9208885
"1846",45,"Guido","mono","G","fluct",3,1,52961901.5216289
"1847",75,"Guido","mono","G","inc",3,6,33703028.2410366
"1848",223,"Guido","duo","GR","fluct",1,6,4814718.32014809
"1849",224,"Guido","duo","GR","fluct",2,6,19258873.2805923
"1850",230,"Guido","duo","GT","fluct",2,9,24073591.6007404
"1851",481,"Guido","MIX","ADGRT","CS",1,12,9629436.64029617
"1852",231,"Guido","duo","GT","fluct",3,9,9629436.64029617
"1853",349,"Guido","duo","GT","inc+fluc",1,6,19258873.2805923
"1854",422,"Guido","quattro","DGRT","inc",2,12,4814718.32014809
"1855",417,"Guido","quattro","ADGR","fluct",3,9,4814718.32014809
"1856",350,"Guido","duo","GT","inc+fluc",2,6,14444154.9604443
"1857",129,"Guido","duo","AG","CS",3,15,6878169.02878298
"1858",224,"Guido","duo","GR","fluct",2,3,4814718.32014809
"1859",103,"Guido","mono","G","inc+fluc",1,1,24073591.6007404
"1860",363,"Guido","quattro","DGRT","CS",3,12,1719542.25719574
"1861",349,"Guido","duo","GT","inc+fluc",1,3,4814718.32014809
"1862",229,"Guido","duo","GT","fluct",1,3,4814718.32014809
"1863",249,"Guido","duo","AG","inc",3,12,9629436.64029617
"1864",362,"Guido","quattro","DGRT","CS",2,9,19258873.2805923
"1865",230,"Guido","duo","GT","fluct",2,3,19258873.2805923
"1866",231,"Guido","duo","GT","fluct",3,3,9629436.64029617
"1867",428,"Guido","quattro","AGRT","inc",2,12,4814718.32014809
"1868",127,"Guido","duo","AG","CS",1,9,14444154.9604443
"1869",349,"Guido","duo","GT","inc+fluc",1,1,2063450.70863489
"1870",488,"Guido","MIX","ADGRT","fluct",2,12,4814718.32014809
"1871",362,"Guido","quattro","DGRT","CS",2,6,19258873.2805923
"1872",481,"Guido","MIX","ADGRT","CS",1,3,4814718.32014809
"1873",146,"Guido","duo","DG","CS",2,15,6878169.02878298
"1874",477,"Guido","quattro","ADGR","inc+fluc",3,1,4814718.32014809
"1875",74,"Guido","mono","G","inc",2,1,77035493.1223694
"1876",494,"Guido","MIX","ADGRT","inc",2,15,0
"1877",427,"Guido","quattro","AGRT","inc",1,6,4814718.32014809
"1878",488,"Guido","MIX","ADGRT","fluct",2,9,4814718.32014809
"1879",266,"Guido","duo","DG","inc",2,12,0
"1880",423,"Guido","quattro","DGRT","inc",3,3,9629436.64029617
"1881",267,"Guido","duo","DG","inc",3,12,4814718.32014809
"1882",380,"Guido","quattro","ADGT","CS",2,15,22697957.7949838
"1883",368,"Guido","quattro","AGRT","CS",2,6,4814718.32014809
"1884",248,"Guido","duo","AG","inc",2,3,14444154.9604443
"1885",249,"Guido","duo","AG","inc",3,3,4814718.32014809
"1886",129,"Guido","duo","AG","CS",3,3,24073591.6007404
"1887",247,"Guido","duo","AG","inc",1,1,2063450.70863489
"1888",493,"Guido","MIX","ADGRT","inc",1,9,14444154.9604443
"1889",381,"Guido","quattro","ADGT","CS",3,15,22697957.7949838
"1890",379,"Guido","quattro","ADGT","CS",1,12,9629436.64029617
"1891",488,"Guido","MIX","ADGRT","fluct",2,3,4814718.32014809
"1892",445,"Guido","quattro","ADGR","inc",1,15,0
"1893",129,"Guido","duo","AG","CS",3,1,4126901.41726979
"1894",145,"Guido","duo","DG","CS",1,6,14444154.9604443
"1895",499,"Guido","MIX","ADGRT","inc+fluc",1,12,4814718.32014809
"1896",283,"Guido","duo","GR","inc",1,12,4814718.32014809
"1897",164,"Guido","duo","GR","CS",2,12,19258873.2805923
"1898",429,"Guido","quattro","AGRT","inc",3,1,4814718.32014809
"1899",440,"Guido","quattro","ADGT","inc",2,9,19258873.2805923
"1900",265,"Guido","duo","DG","inc",1,3,9629436.64029617
"1901",385,"Guido","quattro","ADGR","CS",1,12,4814718.32014809
"1902",283,"Guido","duo","GR","inc",1,9,4814718.32014809
"1903",441,"Guido","quattro","ADGT","inc",3,9,14444154.9604443
"1904",163,"Guido","duo","GR","CS",1,9,14444154.9604443
"1905",489,"Guido","MIX","ADGRT","fluct",3,1,4814718.32014809
"1906",446,"Guido","quattro","ADGR","inc",2,12,4814718.32014809
"1907",265,"Guido","duo","DG","inc",1,1,2063450.70863489
"1908",289,"Guido","duo","GT","inc",1,9,120367958.003702
"1909",392,"Guido","quattro","DGRT","fluct",2,15,0
"1910",499,"Guido","MIX","ADGRT","inc+fluc",1,6,9629436.64029617
"1911",163,"Guido","duo","GR","CS",1,6,14444154.9604443
"1912",495,"Guido","MIX","ADGRT","inc",3,3,4814718.32014809
"1913",393,"Guido","quattro","DGRT","fluct",3,15,0
"1914",13,"Guido","mono","G","CS",1,15,152695352.438982
"1915",289,"Guido","duo","GT","inc",1,6,33703028.2410366
"1916",385,"Guido","quattro","ADGR","CS",1,6,24073591.6007404
"1917",309,"Guido","duo","AG","inc+fluc",3,15,0
"1918",170,"Guido","duo","GT","CS",2,6,38517746.5611847
"1919",386,"Guido","quattro","ADGR","CS",2,6,4814718.32014809
"1920",307,"Guido","duo","AG","inc+fluc",1,12,4814718.32014809
"1921",308,"Guido","duo","AG","inc+fluc",2,12,4814718.32014809
"1922",289,"Guido","duo","GT","inc",1,3,4814718.32014809
"1923",387,"Guido","quattro","ADGR","CS",3,6,14444154.9604443
"1924",441,"Guido","quattro","ADGT","inc",3,1,14444154.9604443
"1925",309,"Guido","duo","AG","inc+fluc",3,12,0
"1926",164,"Guido","duo","GR","CS",2,1,2063450.70863489
"1927",391,"Guido","quattro","DGRT","fluct",1,6,4814718.32014809
"1928",187,"Guido","duo","AG","fluct",1,9,4814718.32014809
"1929",398,"Guido","quattro","AGRT","fluct",2,12,0
"1930",44,"Guido","mono","G","fluct",2,15,68781690.2878298
"1931",169,"Guido","duo","GT","CS",1,1,2063450.70863489
"1932",327,"Guido","duo","DG","inc+fluc",3,15,0
"1933",451,"Guido","quattro","DGRT","inc+fluc",1,3,4814718.32014809
"1934",207,"Guido","duo","DG","fluct",3,15,0
"1935",171,"Guido","duo","GT","CS",3,1,4126901.41726979
"1936",43,"Guido","mono","G","fluct",1,12,33703028.2410366
"1937",325,"Guido","duo","DG","inc+fluc",1,12,4814718.32014809
"1938",44,"Guido","mono","G","fluct",2,12,43332464.8813328
"1939",469,"Guido","quattro","ADGT","inc+fluc",1,15,11348978.8974919
"1940",327,"Guido","duo","DG","inc+fluc",3,12,4814718.32014809
"1941",206,"Guido","duo","DG","fluct",2,12,4814718.32014809
"1942",452,"Guido","quattro","DGRT","inc+fluc",2,1,2751267.61151319
"1943",398,"Guido","quattro","AGRT","fluct",2,6,4814718.32014809
"1944",308,"Guido","duo","AG","inc+fluc",2,3,4814718.32014809
"1945",14,"Guido","mono","G","CS",2,3,24073591.6007404
"1946",45,"Guido","mono","G","fluct",3,9,38517746.5611847
"1947",399,"Guido","quattro","AGRT","fluct",3,6,4814718.32014809
"1948",343,"Guido","duo","GR","inc+fluc",1,15,0
"1949",74,"Guido","mono","G","inc",2,15,20634507.0863489
"1950",398,"Guido","quattro","AGRT","fluct",2,3,4814718.32014809
"1951",43,"Guido","mono","G","fluct",1,6,19258873.2805923
"1952",475,"Guido","quattro","ADGR","inc+fluc",1,15,0
"1953",189,"Guido","duo","AG","fluct",3,1,4126901.41726979
"1954",458,"Guido","quattro","AGRT","inc+fluc",2,1,9629436.64029617
"1955",343,"Guido","duo","GR","inc+fluc",1,12,0
"1956",74,"Guido","mono","G","inc",2,12,34390845.1439149
"1957",75,"Guido","mono","G","inc",3,1,52961901.5216289
"1958",207,"Guido","duo","DG","fluct",3,6,4814718.32014809
"1959",470,"Guido","quattro","ADGT","inc+fluc",2,9,0
"1960",103,"Guido","mono","G","inc+fluc",1,15,19258873.2805923
"1961",415,"Guido","quattro","ADGR","fluct",1,12,4814718.32014809
"1962",45,"Guido","mono","G","fluct",3,3,52961901.5216289
"1963",409,"Guido","quattro","ADGT","fluct",1,6,9629436.64029617
"1964",411,"Guido","quattro","ADGT","fluct",3,9,9629436.64029617
"1965",440,"Guido","quattro","ADGT","inc",2,15,11348978.8974919
"1966",488,"Guido","MIX","ADGRT","fluct",2,6,14444154.9604443
"1967",325,"Guido","duo","DG","inc+fluc",1,1,2063450.70863489
"1968",349,"Guido","duo","GT","inc+fluc",1,9,4814718.32014809
"1969",422,"Guido","quattro","DGRT","inc",2,15,0
"1970",476,"Guido","quattro","ADGR","inc+fluc",2,9,0
"1971",409,"Guido","quattro","ADGT","fluct",1,3,9629436.64029617
"1972",351,"Guido","duo","GT","inc+fluc",3,9,4814718.32014809
"1973",421,"Guido","quattro","DGRT","inc",1,12,4814718.32014809
"1974",127,"Guido","duo","AG","CS",1,15,6878169.02878298
"1975",477,"Guido","quattro","ADGR","inc+fluc",3,9,0
"1976",128,"Guido","duo","AG","CS",2,15,13756338.057566
"1977",362,"Guido","quattro","DGRT","CS",2,12,5158626.77158723
"1978",230,"Guido","duo","GT","fluct",2,6,9629436.64029617
"1979",416,"Guido","quattro","ADGR","fluct",2,6,4814718.32014809
"1980",481,"Guido","MIX","ADGRT","CS",1,9,38517746.5611847
"1981",494,"Guido","MIX","ADGRT","inc",2,6,14444154.9604443
"1982",488,"Guido","MIX","ADGRT","fluct",2,15,0
"1983",429,"Guido","quattro","AGRT","inc",3,15,0
"1984",343,"Guido","duo","GR","inc+fluc",1,1,2063450.70863489
"1985",170,"Guido","duo","GT","CS",2,12,16507605.6690791
"1986",351,"Guido","duo","GT","inc+fluc",3,3,4814718.32014809
"1987",397,"Guido","quattro","AGRT","fluct",1,3,4814718.32014809
"1988",326,"Guido","duo","DG","inc+fluc",2,9,4814718.32014809
"1989",483,"Guido","MIX","ADGRT","CS",3,9,19258873.2805923
"1990",477,"Guido","quattro","ADGR","inc+fluc",3,3,4814718.32014809
"1991",229,"Guido","duo","GT","fluct",1,1,2063450.70863489
"1992",145,"Guido","duo","DG","CS",1,15,0
"1993",487,"Guido","MIX","ADGRT","fluct",1,9,24073591.6007404
"1994",351,"Guido","duo","GT","inc+fluc",3,1,4126901.41726979
"1995",231,"Guido","duo","GT","fluct",3,1,4126901.41726979
"1996",361,"Guido","quattro","DGRT","CS",1,3,9629436.64029617
"1997",447,"Guido","quattro","ADGR","inc",3,9,9629436.64029617
"1998",489,"Guido","MIX","ADGRT","fluct",3,12,9629436.64029617
"1999",290,"Guido","duo","GT","inc",2,6,9629436.64029617
"2000",145,"Guido","duo","DG","CS",1,12,4814718.32014809
"2001",367,"Guido","quattro","AGRT","CS",1,6,9629436.64029617
"2002",369,"Guido","quattro","AGRT","CS",3,9,4814718.32014809
"2003",247,"Guido","duo","AG","inc",1,3,4814718.32014809
"2004",489,"Guido","MIX","ADGRT","fluct",3,9,24073591.6007404
"2005",392,"Guido","quattro","DGRT","fluct",2,9,19258873.2805923
"2006",427,"Guido","quattro","AGRT","inc",1,3,4814718.32014809
"2007",367,"Guido","quattro","AGRT","CS",1,3,4814718.32014809
"2008",369,"Guido","quattro","AGRT","CS",3,6,4814718.32014809
"2009",428,"Guido","quattro","AGRT","inc",2,3,4814718.32014809
"2010",267,"Guido","duo","DG","inc",3,9,9629436.64029617
"2011",146,"Guido","duo","DG","CS",2,9,9629436.64029617
"2012",127,"Guido","duo","AG","CS",1,1,2063450.70863489
"2013",440,"Guido","quattro","ADGT","inc",2,12,4814718.32014809
"2014",487,"Guido","MIX","ADGRT","fluct",1,1,9629436.64029617
"2015",500,"Guido","MIX","ADGRT","inc+fluc",2,15,102140810.077427
"2016",493,"Guido","MIX","ADGRT","inc",1,6,14444154.9604443
"2017",494,"Guido","MIX","ADGRT","inc",2,9,19258873.2805923
"2018",163,"Guido","duo","GR","CS",1,12,4814718.32014809
"2019",147,"Guido","duo","DG","CS",3,6,14444154.9604443
"2020",386,"Guido","quattro","ADGR","CS",2,15,0
"2021",391,"Guido","quattro","DGRT","fluct",1,1,2751267.61151319
"2022",445,"Guido","quattro","ADGR","inc",1,12,9629436.64029617
"2023",458,"Guido","quattro","AGRT","inc+fluc",2,6,4814718.32014809
"2024",470,"Guido","quattro","ADGT","inc+fluc",2,15,0
"2025",43,"Guido","mono","G","fluct",1,9,38517746.5611847
"2026",381,"Guido","quattro","ADGT","CS",3,9,9629436.64029617
"2027",481,"Guido","MIX","ADGRT","CS",1,6,4814718.32014809
"2028",427,"Guido","quattro","AGRT","inc",1,12,4814718.32014809
"2029",411,"Guido","quattro","ADGT","fluct",3,15,34046936.6924757
"2030",493,"Guido","MIX","ADGRT","inc",1,1,4814718.32014809
"2031",387,"Guido","quattro","ADGR","CS",3,12,4814718.32014809
"2032",146,"Guido","duo","DG","CS",2,1,2063450.70863489
"2033",291,"Guido","duo","GT","inc",3,9,52961901.5216289
"2034",501,"Guido","MIX","ADGRT","inc+fluc",3,9,9629436.64029617
"2035",445,"Guido","quattro","ADGR","inc",1,6,14444154.9604443
"2036",75,"Guido","mono","G","inc",3,12,17195422.5719574
"2037",483,"Guido","MIX","ADGRT","CS",3,6,28888309.9208885
"2038",363,"Guido","quattro","DGRT","CS",3,6,4814718.32014809
"2039",230,"Guido","duo","GT","fluct",2,15,90791831.1799353
"2040",458,"Guido","quattro","AGRT","inc+fluc",2,15,0
"2041",393,"Guido","quattro","DGRT","fluct",3,12,4814718.32014809
"2042",475,"Guido","quattro","ADGR","inc+fluc",1,12,0
"2043",447,"Guido","quattro","ADGR","inc",3,6,4814718.32014809
"2044",385,"Guido","quattro","ADGR","CS",1,3,4814718.32014809
"2045",476,"Guido","quattro","ADGR","inc+fluc",2,12,0
"2046",223,"Guido","duo","GR","fluct",1,9,19258873.2805923
"2047",290,"Guido","duo","GT","inc",2,3,4814718.32014809
"2048",307,"Guido","duo","AG","inc+fluc",1,9,4814718.32014809
"2049",393,"Guido","quattro","DGRT","fluct",3,9,4814718.32014809
"2050",447,"Guido","quattro","ADGR","inc",3,3,4814718.32014809
"2051",289,"Guido","duo","GT","inc",1,1,2063450.70863489
"2052",417,"Guido","quattro","ADGR","fluct",3,12,14444154.9604443
"2053",392,"Guido","quattro","DGRT","fluct",2,6,9629436.64029617
"2054",290,"Guido","duo","GT","inc",2,1,2063450.70863489
"2055",399,"Guido","quattro","AGRT","fluct",3,12,4814718.32014809
"2056",291,"Guido","duo","GT","inc",3,1,4126901.41726979
"2057",393,"Guido","quattro","DGRT","fluct",3,6,9629436.64029617
"2058",457,"Guido","quattro","AGRT","inc+fluc",1,6,4814718.32014809
"2059",398,"Guido","quattro","AGRT","fluct",2,9,14444154.9604443
"2060",205,"Guido","duo","DG","fluct",1,12,4814718.32014809
"2061",423,"Guido","quattro","DGRT","inc",3,12,4814718.32014809
"2062",399,"Guido","quattro","AGRT","fluct",3,9,4814718.32014809
"2063",368,"Guido","quattro","AGRT","CS",2,15,0
"2064",477,"Guido","quattro","ADGR","inc+fluc",3,6,4814718.32014809
"2065",417,"Guido","quattro","ADGR","fluct",3,6,101109084.72311
"2066",44,"Guido","mono","G","fluct",2,9,9629436.64029617
"2067",146,"Guido","duo","DG","CS",2,3,14444154.9604443
"2068",74,"Guido","mono","G","inc",2,9,12380704.2518094
"2069",453,"Guido","quattro","DGRT","inc+fluc",3,1,2751267.61151319
"2070",363,"Guido","quattro","DGRT","CS",3,9,4814718.32014809
"2071",447,"Guido","quattro","ADGR","inc",3,12,4814718.32014809
"2072",207,"Guido","duo","DG","fluct",3,9,4814718.32014809
"2073",14,"Guido","mono","G","CS",2,1,19258873.2805923
"2074",350,"Guido","duo","GT","inc+fluc",2,1,2063450.70863489
"2075",205,"Guido","duo","DG","fluct",1,6,14444154.9604443
"2076",230,"Guido","duo","GT","fluct",2,1,2063450.70863489
"2077",45,"Guido","mono","G","fluct",3,6,14444154.9604443
"2078",452,"Guido","quattro","DGRT","inc+fluc",2,12,4814718.32014809
"2079",309,"Guido","duo","AG","inc+fluc",3,1,4126901.41726979
"2080",411,"Guido","quattro","ADGT","fluct",3,12,4814718.32014809
"2081",495,"Guido","MIX","ADGRT","inc",3,12,4814718.32014809
"2082",249,"Guido","duo","AG","inc",3,6,4814718.32014809
"2083",487,"Guido","MIX","ADGRT","fluct",1,6,9629436.64029617
"2084",105,"Guido","mono","G","inc+fluc",3,15,28888309.9208885
"2085",495,"Guido","MIX","ADGRT","inc",3,15,11348978.8974919
"2086",105,"Guido","mono","G","inc+fluc",3,9,14444154.9604443
"2087",147,"Guido","duo","DG","CS",3,12,4814718.32014809
"2088",127,"Guido","duo","AG","CS",1,3,14444154.9604443
"2089",423,"Guido","quattro","DGRT","inc",3,1,2751267.61151319
"2090",103,"Guido","mono","G","inc+fluc",1,12,9629436.64029617
"2091",471,"Guido","quattro","ADGT","inc+fluc",3,6,4814718.32014809
"2092",283,"Guido","duo","GR","inc",1,15,0
"2093",350,"Guido","duo","GT","inc+fluc",2,9,4814718.32014809
"2094",187,"Guido","duo","AG","fluct",1,3,9629436.64029617
"2095",475,"Guido","quattro","ADGR","inc+fluc",1,6,4814718.32014809
"2096",248,"Guido","duo","AG","inc",2,15,0
"2097",482,"Guido","MIX","ADGRT","CS",2,12,9629436.64029617
"2098",229,"Guido","duo","GT","fluct",1,6,14444154.9604443
"2099",265,"Guido","duo","DG","inc",1,15,0
"2100",501,"Guido","MIX","ADGRT","inc+fluc",3,15,0
"2101",381,"Guido","quattro","ADGT","CS",3,12,4814718.32014809
"2102",285,"Guido","duo","GR","inc",3,12,4814718.32014809
"2103",453,"Guido","quattro","DGRT","inc+fluc",3,3,9629436.64029617
"2104",266,"Guido","duo","DG","inc",2,15,0
"2105",207,"Guido","duo","DG","fluct",3,12,4814718.32014809
"2106",290,"Guido","duo","GT","inc",2,12,10317253.5431745
"2107",163,"Guido","duo","GR","CS",1,15,0
"2108",453,"Guido","quattro","DGRT","inc+fluc",3,12,4814718.32014809
"2109",163,"Guido","duo","GR","CS",1,3,19258873.2805923
"2110",75,"Guido","mono","G","inc",3,15,16507605.6690791
"2111",489,"Guido","MIX","ADGRT","fluct",3,15,22697957.7949838
"2112",13,"Guido","mono","G","CS",1,12,426446479.784545
"2113",427,"Guido","quattro","AGRT","inc",1,9,19258873.2805923
"2114",446,"Guido","quattro","ADGR","inc",2,9,4814718.32014809
"2115",369,"Guido","quattro","AGRT","CS",3,12,4814718.32014809
"2116",386,"Guido","quattro","ADGR","CS",2,9,4814718.32014809
