"","no","temp","nut","species","rep","V_ml","magn","plate","Alg","speciesID","GF","counts","sampling","A1","A2","A3","A4","A5","At_mm","Afield","cells_ml"
"3315",439,"inc","Low","quattro",1,0.5,20,49,"A3","Guido",14,4,6,"A","D","G","T",NA,78,0.25,8736
"3316",439,"inc","Low","quattro",1,0.5,20,49,"A4","ThalaCux",5,24,6,"A","D","G","T",NA,78,0.25,18720
"3317",440,"inc","Low","quattro",2,0.5,40,49,"A1","Asterio",5,198,6,"A","D","G","T",NA,78,0.0625,617760
"3318",440,"inc","Low","quattro",2,0.5,20,49,"A2","DityCux",5,16,6,"A","D","G","T",NA,78,0.25,12480
"3319",440,"inc","Low","quattro",2,0.5,20,49,"A3","Guido",14,1,6,"A","D","G","T",NA,78,0.25,2184
"3320",440,"inc","Low","quattro",2,0.5,20,49,"A4","ThalaCux",5,24,6,"A","D","G","T",NA,78,0.25,18720
"3321",441,"inc","Low","quattro",3,0.5,40,49,"A1","Asterio",5,198,6,"A","D","G","T",NA,78,0.0625,617760
"3322",441,"inc","Low","quattro",3,0.5,20,49,"A2","DityCux",5,11,6,"A","D","G","T",NA,78,0.25,8580
"3323",441,"inc","Low","quattro",3,0.5,20,49,"A3","Guido",14,3,6,"A","D","G","T",NA,78,0.25,6552
"3324",441,"inc","Low","quattro",3,0.5,20,49,"A4","ThalaCux",5,15,6,"A","D","G","T",NA,78,0.25,11700
"3325",442,"inc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","T",NA,78,0.0625,NA
"3326",442,"inc","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","T",NA,78,1,NA
"3327",442,"inc","HI","quattro",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3328",442,"inc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3329",443,"inc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","T",NA,78,0.0625,NA
"3330",443,"inc","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","T",NA,78,1,NA
"3331",443,"inc","HI","quattro",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3332",443,"inc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3333",444,"inc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","T",NA,78,0.0625,NA
"3334",444,"inc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","T",NA,78,1,NA
"3335",444,"inc","HI","quattro",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3336",444,"inc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3337",445,"inc","Low","quattro",1,0.5,40,49,"A1","Asterio",5,111,6,"A","D","G","R",NA,78,0.0625,346320
"3338",445,"inc","Low","quattro",1,0.5,20,49,"A2","DityCux",5,18,6,"A","D","G","R",NA,78,0.25,14040
"3339",445,"inc","Low","quattro",1,0.5,20,49,"A3","Guido",14,3,6,"A","D","G","R",NA,78,0.25,6552
"3340",445,"inc","Low","quattro",1,0.5,10,49,"A4","Rhizo",5,25,6,"A","D","G","R",NA,78,1,4875
"3341",446,"inc","Low","quattro",2,0.5,40,49,"A1","Asterio",5,91,6,"A","D","G","R",NA,78,0.0625,283920
"3342",446,"inc","Low","quattro",2,0.5,20,49,"A2","DityCux",5,12,6,"A","D","G","R",NA,78,0.25,9360
"3343",446,"inc","Low","quattro",2,0.5,20,49,"A3","Guido",14,1,6,"A","D","G","R",NA,78,0.25,2184
"3344",446,"inc","Low","quattro",2,0.5,10,49,"A4","Rhizo",5,19,6,"A","D","G","R",NA,78,1,3705
"3345",447,"inc","Low","quattro",3,0.5,40,49,"A1","Asterio",5,153,6,"A","D","G","R",NA,78,0.0625,477360
"3346",447,"inc","Low","quattro",3,0.5,20,49,"A2","DityCux",5,4,6,"A","D","G","R",NA,78,0.25,3120
"3347",447,"inc","Low","quattro",3,0.5,20,49,"A3","Guido",14,1,6,"A","D","G","R",NA,78,0.25,2184
"3348",447,"inc","Low","quattro",3,0.5,10,49,"A4","Rhizo",5,18,6,"A","D","G","R",NA,78,1,3510
"3349",448,"inc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R",NA,78,0.0625,NA
"3350",448,"inc","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3351",448,"inc","HI","quattro",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R",NA,78,0.25,NA
"3352",448,"inc","HI","quattro",1,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3353",449,"inc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R",NA,78,0.0625,NA
"3354",449,"inc","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3355",449,"inc","HI","quattro",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R",NA,78,0.25,NA
"3356",449,"inc","HI","quattro",2,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3357",450,"inc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R",NA,78,0.0625,NA
"3358",450,"inc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3359",450,"inc","HI","quattro",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R",NA,78,0.25,NA
"3360",450,"inc","HI","quattro",3,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3361",451,"inc+fluc","Low","quattro",1,0.5,10,50,"A1","DityCux",5,27,6,"D","G","R","T",NA,78,1,5265
"3362",451,"inc+fluc","Low","quattro",1,0.5,20,50,"A2","Guido",14,2,6,"D","G","R","T",NA,78,0.25,4368
"3363",451,"inc+fluc","Low","quattro",1,0.5,10,50,"A3","Rhizo",5,12,6,"D","G","R","T",NA,78,1,2340
"3364",451,"inc+fluc","Low","quattro",1,0.5,20,50,"A4","ThalaCux",5,30,6,"D","G","R","T",NA,78,0.25,23400
"3365",452,"inc+fluc","Low","quattro",2,0.5,10,50,"A1","DityCux",5,26,6,"D","G","R","T",NA,78,1,5070
"3366",452,"inc+fluc","Low","quattro",2,0.5,20,50,"A2","Guido",14,1,6,"D","G","R","T",NA,78,0.25,2184
"3367",452,"inc+fluc","Low","quattro",2,0.5,10,50,"A3","Rhizo",5,16,6,"D","G","R","T",NA,78,1,3120
"3368",452,"inc+fluc","Low","quattro",2,0.5,20,50,"A4","ThalaCux",5,10,6,"D","G","R","T",NA,78,0.25,7800
"3369",453,"inc+fluc","Low","quattro",3,0.5,10,50,"A1","DityCux",5,14,6,"D","G","R","T",NA,78,1,2730
"3370",453,"inc+fluc","Low","quattro",3,0.5,20,50,"A2","Guido",14,1,6,"D","G","R","T",NA,78,0.25,2184
"3371",453,"inc+fluc","Low","quattro",3,0.5,10,50,"A3","Rhizo",5,8,6,"D","G","R","T",NA,78,1,1560
"3372",453,"inc+fluc","Low","quattro",3,0.5,20,50,"A4","ThalaCux",5,12,6,"D","G","R","T",NA,78,0.25,9360
"3373",454,"inc+fluc","HI","quattro",1,0.5,10,NA,"A1","DityCux",NA,NA,6,"D","G","R","T",NA,78,1,NA
"3374",454,"inc+fluc","HI","quattro",1,0.5,20,NA,"A2","Guido",NA,NA,6,"D","G","R","T",NA,78,0.25,NA
"3375",454,"inc+fluc","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,6,"D","G","R","T",NA,78,1,NA
"3376",454,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"D","G","R","T",NA,78,0.25,NA
"3377",455,"inc+fluc","HI","quattro",2,0.5,10,NA,"A1","DityCux",NA,NA,6,"D","G","R","T",NA,78,1,NA
"3378",455,"inc+fluc","HI","quattro",2,0.5,20,NA,"A2","Guido",NA,NA,6,"D","G","R","T",NA,78,0.25,NA
"3379",455,"inc+fluc","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,6,"D","G","R","T",NA,78,1,NA
"3380",455,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"D","G","R","T",NA,78,0.25,NA
"3381",456,"inc+fluc","HI","quattro",3,0.5,10,NA,"A1","DityCux",NA,NA,6,"D","G","R","T",NA,78,1,NA
"3382",456,"inc+fluc","HI","quattro",3,0.5,20,NA,"A2","Guido",NA,NA,6,"D","G","R","T",NA,78,0.25,NA
"3383",456,"inc+fluc","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,6,"D","G","R","T",NA,78,1,NA
"3384",456,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"D","G","R","T",NA,78,0.25,NA
"3385",457,"inc+fluc","Low","quattro",1,0.5,40,50,"A1","Asterio",5,100,6,"A","G","R","T",NA,78,0.0625,312000
"3386",457,"inc+fluc","Low","quattro",1,0.5,20,50,"A2","Guido",14,1,6,"A","G","R","T",NA,78,0.25,2184
"3387",457,"inc+fluc","Low","quattro",1,0.5,10,50,"A3","Rhizo",5,21,6,"A","G","R","T",NA,78,1,4095
"3388",457,"inc+fluc","Low","quattro",1,0.5,20,50,"A4","ThalaCux",5,32,6,"A","G","R","T",NA,78,0.25,24960
"3389",458,"inc+fluc","Low","quattro",2,0.5,40,50,"A1","Asterio",5,41,6,"A","G","R","T",NA,78,0.0625,127920
"3390",458,"inc+fluc","Low","quattro",2,0.5,20,50,"A2","Guido",14,1,6,"A","G","R","T",NA,78,0.25,2184
"3391",458,"inc+fluc","Low","quattro",2,0.5,10,50,"A3","Rhizo",5,20,6,"A","G","R","T",NA,78,1,3900
"3392",458,"inc+fluc","Low","quattro",2,0.5,20,50,"A4","ThalaCux",5,26,6,"A","G","R","T",NA,78,0.25,20280
"3393",459,"inc+fluc","Low","quattro",3,0.5,40,50,"A1","Asterio",5,68,6,"A","G","R","T",NA,78,0.0625,212160
"3394",459,"inc+fluc","Low","quattro",3,0.5,20,50,"A2","Guido",14,1,6,"A","G","R","T",NA,78,0.25,2184
"3395",459,"inc+fluc","Low","quattro",3,0.5,10,50,"A3","Rhizo",5,18,6,"A","G","R","T",NA,78,1,3510
"3396",459,"inc+fluc","Low","quattro",3,0.5,20,50,"A4","ThalaCux",5,22,6,"A","G","R","T",NA,78,0.25,17160
"3397",460,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","G","R","T",NA,78,0.0625,NA
"3398",460,"inc+fluc","HI","quattro",1,0.5,20,NA,"A2","Guido",NA,NA,6,"A","G","R","T",NA,78,0.25,NA
"3399",460,"inc+fluc","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,6,"A","G","R","T",NA,78,1,NA
"3400",460,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","G","R","T",NA,78,0.25,NA
"3401",461,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","G","R","T",NA,78,0.0625,NA
"3402",461,"inc+fluc","HI","quattro",2,0.5,20,NA,"A2","Guido",NA,NA,6,"A","G","R","T",NA,78,0.25,NA
"3403",461,"inc+fluc","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,6,"A","G","R","T",NA,78,1,NA
"3404",461,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","G","R","T",NA,78,0.25,NA
"3405",462,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","G","R","T",NA,78,0.0625,NA
"3406",462,"inc+fluc","HI","quattro",3,0.5,20,NA,"A2","Guido",NA,NA,6,"A","G","R","T",NA,78,0.25,NA
"3407",462,"inc+fluc","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,6,"A","G","R","T",NA,78,1,NA
"3408",462,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","G","R","T",NA,78,0.25,NA
"3409",463,"inc+fluc","Low","quattro",1,0.5,40,50,"A1","Asterio",5,63,6,"A","D","R","T",NA,78,0.0625,196560
"3410",463,"inc+fluc","Low","quattro",1,0.5,20,50,"A2","DityCux",5,5,6,"A","D","R","T",NA,78,0.25,3900
"3411",463,"inc+fluc","Low","quattro",1,0.5,10,50,"A3","Rhizo",5,10,6,"A","D","R","T",NA,78,1,1950
"3412",463,"inc+fluc","Low","quattro",1,0.5,20,50,"A4","ThalaCux",5,9,6,"A","D","R","T",NA,78,0.25,7020
"3413",464,"inc+fluc","Low","quattro",2,0.5,40,50,"A1","Asterio",5,89,6,"A","D","R","T",NA,78,0.0625,277680
"3414",464,"inc+fluc","Low","quattro",2,0.5,20,50,"A2","DityCux",5,10,6,"A","D","R","T",NA,78,0.25,7800
"3415",464,"inc+fluc","Low","quattro",2,0.5,10,50,"A3","Rhizo",5,16,6,"A","D","R","T",NA,78,1,3120
"3416",464,"inc+fluc","Low","quattro",2,0.5,20,50,"A4","ThalaCux",5,9,6,"A","D","R","T",NA,78,0.25,7020
"3417",465,"inc+fluc","Low","quattro",3,0.5,40,50,"A1","Asterio",5,36,6,"A","D","R","T",NA,78,0.0625,112320
"3418",465,"inc+fluc","Low","quattro",3,0.5,20,50,"A2","DityCux",5,4,6,"A","D","R","T",NA,78,0.25,3120
"3419",465,"inc+fluc","Low","quattro",3,0.5,10,50,"A3","Rhizo",5,12,6,"A","D","R","T",NA,78,1,2340
"3420",465,"inc+fluc","Low","quattro",3,0.5,20,50,"A4","ThalaCux",5,24,6,"A","D","R","T",NA,78,0.25,18720
"3421",466,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","R","T",NA,78,0.0625,NA
"3422",466,"inc+fluc","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","R","T",NA,78,1,NA
"3423",466,"inc+fluc","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,6,"A","D","R","T",NA,78,1,NA
"3424",466,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","R","T",NA,78,0.25,NA
"3425",467,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","R","T",NA,78,0.0625,NA
"3426",467,"inc+fluc","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","R","T",NA,78,1,NA
"3427",467,"inc+fluc","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,6,"A","D","R","T",NA,78,1,NA
"3428",467,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","R","T",NA,78,0.25,NA
"3429",468,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","R","T",NA,78,0.0625,NA
"3430",468,"inc+fluc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","R","T",NA,78,1,NA
"3431",468,"inc+fluc","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,6,"A","D","R","T",NA,78,1,NA
"3432",468,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","R","T",NA,78,0.25,NA
"3433",469,"inc+fluc","Low","quattro",1,0.5,40,50,"A1","Asterio",5,31,6,"A","D","G","T",NA,78,0.0625,96720
"3434",469,"inc+fluc","Low","quattro",1,0.5,20,50,"A2","DityCux",14,47,6,"A","D","G","T",NA,78,0.25,102648
"3435",469,"inc+fluc","Low","quattro",1,0.5,20,50,"A3","Guido",14,1,6,"A","D","G","T",NA,78,0.25,2184
"3436",469,"inc+fluc","Low","quattro",1,0.5,20,50,"A4","ThalaCux",6,28,6,"A","D","G","T",NA,78,0.25,26208
"3437",470,"inc+fluc","Low","quattro",2,0.5,40,50,"A1","Asterio",5,42,6,"A","D","G","T",NA,78,0.0625,131040
"3438",470,"inc+fluc","Low","quattro",2,0.5,20,50,"A2","DityCux",14,NA,6,"A","D","G","T",NA,78,0.25,NA
"3439",470,"inc+fluc","Low","quattro",2,0.5,20,50,"A3","Guido",14,1,6,"A","D","G","T",NA,78,0.25,2184
"3440",470,"inc+fluc","Low","quattro",2,0.5,20,50,"A4","ThalaCux",6,39,6,"A","D","G","T",NA,78,0.25,36504
"3441",471,"inc+fluc","Low","quattro",3,0.5,40,50,"A1","Asterio",5,62,6,"A","D","G","T",NA,78,0.0625,193440
"3442",471,"inc+fluc","Low","quattro",3,0.5,20,50,"A2","DityCux",14,12,6,"A","D","G","T",NA,78,0.25,26208
"3443",471,"inc+fluc","Low","quattro",3,0.5,20,50,"A3","Guido",14,1,6,"A","D","G","T",NA,78,0.25,2184
"3444",471,"inc+fluc","Low","quattro",3,0.5,20,50,"A4","ThalaCux",6,25,6,"A","D","G","T",NA,78,0.25,23400
"3445",472,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","T",NA,78,0.0625,NA
"3446",472,"inc+fluc","HI","quattro",1,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3447",472,"inc+fluc","HI","quattro",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3448",472,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3449",473,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","T",NA,78,0.0625,NA
"3450",473,"inc+fluc","HI","quattro",2,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3451",473,"inc+fluc","HI","quattro",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3452",473,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3453",474,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","T",NA,78,0.0625,NA
"3454",474,"inc+fluc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","T",NA,78,1,NA
"3455",474,"inc+fluc","HI","quattro",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3456",474,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,6,"A","D","G","T",NA,78,0.25,NA
"3457",475,"inc+fluc","Low","quattro",1,0.5,40,50,"A1","Asterio",5,26,6,"A","D","G","R",NA,78,0.0625,81120
"3458",475,"inc+fluc","Low","quattro",1,0.5,20,50,"A2","DityCux",14,18,6,"A","D","G","R",NA,78,0.25,39312
"3459",475,"inc+fluc","Low","quattro",1,0.5,20,50,"A3","Guido",14,1,6,"A","D","G","R",NA,78,0.25,2184
"3460",475,"inc+fluc","Low","quattro",1,0.5,10,50,"A4","Rhizo",5,10,6,"A","D","G","R",NA,78,1,1950
"3461",476,"inc+fluc","Low","quattro",2,0.5,40,50,"A1","Asterio",5,67,6,"A","D","G","R",NA,78,0.0625,209040
"3462",476,"inc+fluc","Low","quattro",2,0.5,20,50,"A2","DityCux",14,10,6,"A","D","G","R",NA,78,0.25,21840
"3463",476,"inc+fluc","Low","quattro",2,0.5,20,50,"A3","Guido",14,1,6,"A","D","G","R",NA,78,0.25,2184
"3464",476,"inc+fluc","Low","quattro",2,0.5,10,50,"A4","Rhizo",5,11,6,"A","D","G","R",NA,78,1,2145
"3465",477,"inc+fluc","Low","quattro",3,0.5,40,50,"A1","Asterio",5,45,6,"A","D","G","R",NA,78,0.0625,140400
"3466",477,"inc+fluc","Low","quattro",3,0.5,20,50,"A2","DityCux",14,16,6,"A","D","G","R",NA,78,0.25,34944
"3467",477,"inc+fluc","Low","quattro",3,0.5,20,50,"A3","Guido",14,1,6,"A","D","G","R",NA,78,0.25,2184
"3468",477,"inc+fluc","Low","quattro",3,0.5,10,50,"A4","Rhizo",5,10,6,"A","D","G","R",NA,78,1,1950
"3469",478,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R",NA,78,0.0625,NA
"3470",478,"inc+fluc","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3471",478,"inc+fluc","HI","quattro",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R",NA,78,0.25,NA
"3472",478,"inc+fluc","HI","quattro",1,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3473",479,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R",NA,78,0.0625,NA
"3474",479,"inc+fluc","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3475",479,"inc+fluc","HI","quattro",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R",NA,78,0.25,NA
"3476",479,"inc+fluc","HI","quattro",2,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3477",480,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R",NA,78,0.0625,NA
"3478",480,"inc+fluc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3479",480,"inc+fluc","HI","quattro",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R",NA,78,0.25,NA
"3480",480,"inc+fluc","HI","quattro",3,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R",NA,78,1,NA
"3481",481,"CS","Low","MIX",1,0.5,40,51,"A1","Asterio",5,165,6,"A","D","G","R","T",78,0.0625,514800
"3482",481,"CS","Low","MIX",1,0.5,10,51,"A2","DityCux",5,27,6,"A","D","G","R","T",78,1,5265
"3483",481,"CS","Low","MIX",1,0.5,20,51,"A3","Guido",14,1,6,"A","D","G","R","T",78,0.25,2184
"3484",481,"CS","Low","MIX",1,0.5,10,51,"A4","Rhizo",5,6,6,"A","D","G","R","T",78,1,1170
"3485",481,"CS","Low","MIX",1,0.5,20,51,"A5","ThalaCux",5,26,6,"A","D","G","R","T",78,0.25,20280
"3486",482,"CS","Low","MIX",2,0.5,40,51,"A1","Asterio",5,128,6,"A","D","G","R","T",78,0.0625,399360
"3487",482,"CS","Low","MIX",2,0.5,10,51,"A2","DityCux",5,19,6,"A","D","G","R","T",78,1,3705
"3488",482,"CS","Low","MIX",2,0.5,20,51,"A3","Guido",14,1,6,"A","D","G","R","T",78,0.25,2184
"3489",482,"CS","Low","MIX",2,0.5,10,51,"A4","Rhizo",5,7,6,"A","D","G","R","T",78,1,1365
"3490",482,"CS","Low","MIX",2,0.5,20,51,"A5","ThalaCux",5,36,6,"A","D","G","R","T",78,0.25,28080
"3491",483,"CS","Low","MIX",3,0.5,40,51,"A1","Asterio",5,136,6,"A","D","G","R","T",78,0.0625,424320
"3492",483,"CS","Low","MIX",3,0.5,10,51,"A2","DityCux",5,12,6,"A","D","G","R","T",78,1,2340
"3493",483,"CS","Low","MIX",3,0.5,20,51,"A3","Guido",14,6,6,"A","D","G","R","T",78,0.25,13104
"3494",483,"CS","Low","MIX",3,0.5,10,51,"A4","Rhizo",5,10,6,"A","D","G","R","T",78,1,1950
"3495",483,"CS","Low","MIX",3,0.5,20,51,"A5","ThalaCux",5,16,6,"A","D","G","R","T",78,0.25,12480
"3496",484,"CS","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3497",484,"CS","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3498",484,"CS","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3499",484,"CS","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3500",484,"CS","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3501",485,"CS","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3502",485,"CS","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3503",485,"CS","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3504",485,"CS","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3505",485,"CS","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3506",486,"CS","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,6,"A","D","G","R","T",78,0.0625,NA
"3507",486,"CS","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3508",486,"CS","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3509",486,"CS","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,6,"A","D","G","R","T",78,1,NA
"3510",486,"CS","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,6,"A","D","G","R","T",78,0.25,NA
"3511",487,"fluct","Low","MIX",1,0.5,40,51,"A1","Asterio",5,61,6,"A","D","G","R","T",78,0.0625,190320
"3512",487,"fluct","Low","MIX",1,0.5,10,51,"A2","DityCux",5,17,6,"A","D","G","R","T",78,1,3315
"3513",487,"fluct","Low","MIX",1,0.5,20,51,"A3","Guido",14,2,6,"A","D","G","R","T",78,0.25,4368
"3514",487,"fluct","Low","MIX",1,0.5,10,51,"A4","Rhizo",5,8,6,"A","D","G","R","T",78,1,1560
"3515",487,"fluct","Low","MIX",1,0.5,20,51,"A5","ThalaCux",5,27,6,"A","D","G","R","T",78,0.25,21060
"3516",488,"fluct","Low","MIX",2,0.5,40,51,"A1","Asterio",5,64,6,"A","D","G","R","T",78,0.0625,199680
"3517",488,"fluct","Low","MIX",2,0.5,10,51,"A2","DityCux",5,15,6,"A","D","G","R","T",78,1,2925
"3518",488,"fluct","Low","MIX",2,0.5,20,51,"A3","Guido",14,3,6,"A","D","G","R","T",78,0.25,6552
"3519",488,"fluct","Low","MIX",2,0.5,10,51,"A4","Rhizo",5,9,6,"A","D","G","R","T",78,1,1755
"3520",488,"fluct","Low","MIX",2,0.5,20,51,"A5","ThalaCux",5,20,6,"A","D","G","R","T",78,0.25,15600
"3521",489,"fluct","Low","MIX",3,0.5,40,51,"A1","Asterio",5,70,6,"A","D","G","R","T",78,0.0625,218400
"3522",489,"fluct","Low","MIX",3,0.5,10,51,"A2","DityCux",5,34,6,"A","D","G","R","T",78,1,6630
"3523",489,"fluct","Low","MIX",3,0.5,20,51,"A3","Guido",14,4,6,"A","D","G","R","T",78,0.25,8736
