"";"row";"method";"fileName";"combination";"sampling";"column";"value";"ID";"treat"
"2171";"E";"614,680";"./mix_s2.txt";"mix";2;"V5";1;"MIX_Hi_1";"flucinc"
"2172";"F";"614,680";"./mix_s2.txt";"mix";2;"V5";3;"MQ";NA
"2173";"A";"440,660";"./mix_s2.txt";"mix";2;"V5";3;"MQ";NA
"2174";"B";"440,660";"./mix_s2.txt";"mix";2;"V5";13;"MIX_Hi_1";"cs"
"2175";"C";"440,660";"./mix_s2.txt";"mix";2;"V5";7;"MIX_Hi_1";"fluc"
"2176";"D";"440,660";"./mix_s2.txt";"mix";2;"V5";8;"MIX_Hi_1";"inc"
"2177";"E";"440,660";"./mix_s2.txt";"mix";2;"V5";9;"MIX_Hi_1";"flucinc"
"2178";"F";"440,660";"./mix_s2.txt";"mix";2;"V5";0;"MQ";NA
"2179";"A";"440";"./mix_s2.txt";"mix";2;"V5";0,04;"MQ";NA
"2180";"B";"440";"./mix_s2.txt";"mix";2;"V5";0,044;"MIX_Hi_1";"cs"
"2181";"C";"440";"./mix_s2.txt";"mix";2;"V5";0,047;"MIX_Hi_1";"fluc"
"2182";"D";"440";"./mix_s2.txt";"mix";2;"V5";0,045;"MIX_Hi_1";"inc"
"2183";"E";"440";"./mix_s2.txt";"mix";2;"V5";0,047;"MIX_Hi_1";"flucinc"
"2184";"F";"440";"./mix_s2.txt";"mix";2;"V5";0,04;"MQ";NA
"2185";"A";"450";"./mix_s2.txt";"mix";2;"V5";0,04;"MQ";NA
"2186";"B";"450";"./mix_s2.txt";"mix";2;"V5";0,044;"MIX_Hi_1";"cs"
"2187";"C";"450";"./mix_s2.txt";"mix";2;"V5";0,046;"MIX_Hi_1";"fluc"
"2188";"D";"450";"./mix_s2.txt";"mix";2;"V5";0,044;"MIX_Hi_1";"inc"
"2189";"E";"450";"./mix_s2.txt";"mix";2;"V5";0,045;"MIX_Hi_1";"flucinc"
"2190";"F";"450";"./mix_s2.txt";"mix";2;"V5";0,04;"MQ";NA
"2191";"A";"650";"./mix_s2.txt";"mix";2;"V5";0,036;"MQ";NA
"2192";"B";"650";"./mix_s2.txt";"mix";2;"V5";0,039;"MIX_Hi_1";"cs"
"2193";"C";"650";"./mix_s2.txt";"mix";2;"V5";0,039;"MIX_Hi_1";"fluc"
"2194";"D";"650";"./mix_s2.txt";"mix";2;"V5";0,038;"MIX_Hi_1";"inc"
"2195";"E";"650";"./mix_s2.txt";"mix";2;"V5";0,039;"MIX_Hi_1";"flucinc"
"2196";"F";"650";"./mix_s2.txt";"mix";2;"V5";0,037;"MQ";NA
"2197";"A";"395,680";"./mix_s2.txt";"mix";2;"V6";5;"MQ";NA
"2198";"B";"395,680";"./mix_s2.txt";"mix";2;"V6";6;"MIX_Hi_2";"cs"
"2199";"C";"395,680";"./mix_s2.txt";"mix";2;"V6";8;"MIX_Hi_2";"fluc"
"2200";"D";"395,680";"./mix_s2.txt";"mix";2;"V6";2;"MIX_Hi_2";"inc"
"2201";"E";"395,680";"./mix_s2.txt";"mix";2;"V6";4;"MIX_Hi_2";"flucinc"
"2202";"F";"395,680";"./mix_s2.txt";"mix";2;"V6";1;"MQ";NA
"2203";"A";"614,680";"./mix_s2.txt";"mix";2;"V6";1;"MQ";NA
"2204";"B";"614,680";"./mix_s2.txt";"mix";2;"V6";0;"MIX_Hi_2";"cs"
"2205";"C";"614,680";"./mix_s2.txt";"mix";2;"V6";1;"MIX_Hi_2";"fluc"
"2206";"D";"614,680";"./mix_s2.txt";"mix";2;"V6";4;"MIX_Hi_2";"inc"
"2207";"E";"614,680";"./mix_s2.txt";"mix";2;"V6";2;"MIX_Hi_2";"flucinc"
"2208";"F";"614,680";"./mix_s2.txt";"mix";2;"V6";0;"MQ";NA
"2209";"A";"440,660";"./mix_s2.txt";"mix";2;"V6";1;"MQ";NA
"2210";"B";"440,660";"./mix_s2.txt";"mix";2;"V6";11;"MIX_Hi_2";"cs"
"2211";"C";"440,660";"./mix_s2.txt";"mix";2;"V6";8;"MIX_Hi_2";"fluc"
"2212";"D";"440,660";"./mix_s2.txt";"mix";2;"V6";12;"MIX_Hi_2";"inc"
"2213";"E";"440,660";"./mix_s2.txt";"mix";2;"V6";11;"MIX_Hi_2";"flucinc"
"2214";"F";"440,660";"./mix_s2.txt";"mix";2;"V6";2;"MQ";NA
"2215";"A";"440";"./mix_s2.txt";"mix";2;"V6";0,04;"MQ";NA
"2216";"B";"440";"./mix_s2.txt";"mix";2;"V6";0,044;"MIX_Hi_2";"cs"
"2217";"C";"440";"./mix_s2.txt";"mix";2;"V6";0,047;"MIX_Hi_2";"fluc"
"2218";"D";"440";"./mix_s2.txt";"mix";2;"V6";0,045;"MIX_Hi_2";"inc"
"2219";"E";"440";"./mix_s2.txt";"mix";2;"V6";0,046;"MIX_Hi_2";"flucinc"
"2220";"F";"440";"./mix_s2.txt";"mix";2;"V6";0,04;"MQ";NA
"2221";"A";"450";"./mix_s2.txt";"mix";2;"V6";0,04;"MQ";NA
"2222";"B";"450";"./mix_s2.txt";"mix";2;"V6";0,043;"MIX_Hi_2";"cs"
"2223";"C";"450";"./mix_s2.txt";"mix";2;"V6";0,046;"MIX_Hi_2";"fluc"
"2224";"D";"450";"./mix_s2.txt";"mix";2;"V6";0,044;"MIX_Hi_2";"inc"
"2225";"E";"450";"./mix_s2.txt";"mix";2;"V6";0,045;"MIX_Hi_2";"flucinc"
"2226";"F";"450";"./mix_s2.txt";"mix";2;"V6";0,04;"MQ";NA
"2227";"A";"650";"./mix_s2.txt";"mix";2;"V6";0,038;"MQ";NA
"2228";"B";"650";"./mix_s2.txt";"mix";2;"V6";0,038;"MIX_Hi_2";"cs"
"2229";"C";"650";"./mix_s2.txt";"mix";2;"V6";0,04;"MIX_Hi_2";"fluc"
"2230";"D";"650";"./mix_s2.txt";"mix";2;"V6";0,039;"MIX_Hi_2";"inc"
"2231";"E";"650";"./mix_s2.txt";"mix";2;"V6";0,039;"MIX_Hi_2";"flucinc"
"2232";"F";"650";"./mix_s2.txt";"mix";2;"V6";0,038;"MQ";NA
"2233";"A";"395,680";"./mix_s2.txt";"mix";2;"V7";0;"MQ";NA
"2234";"B";"395,680";"./mix_s2.txt";"mix";2;"V7";4;"MIX_Hi_3";"cs"
"2235";"C";"395,680";"./mix_s2.txt";"mix";2;"V7";3;"MIX_Hi_3";"fluc"
"2236";"D";"395,680";"./mix_s2.txt";"mix";2;"V7";5;"MIX_Hi_3";"inc"
"2237";"E";"395,680";"./mix_s2.txt";"mix";2;"V7";4;"MIX_Hi_3";"flucinc"
"2238";"F";"395,680";"./mix_s2.txt";"mix";2;"V7";2;"MQ";NA
"2239";"A";"614,680";"./mix_s2.txt";"mix";2;"V7";1;"MQ";NA
"2240";"B";"614,680";"./mix_s2.txt";"mix";2;"V7";2;"MIX_Hi_3";"cs"
"2241";"C";"614,680";"./mix_s2.txt";"mix";2;"V7";3;"MIX_Hi_3";"fluc"
"2242";"D";"614,680";"./mix_s2.txt";"mix";2;"V7";1;"MIX_Hi_3";"inc"
"2243";"E";"614,680";"./mix_s2.txt";"mix";2;"V7";4;"MIX_Hi_3";"flucinc"
"2244";"F";"614,680";"./mix_s2.txt";"mix";2;"V7";3;"MQ";NA
"2245";"A";"440,660";"./mix_s2.txt";"mix";2;"V7";4;"MQ";NA
"2246";"B";"440,660";"./mix_s2.txt";"mix";2;"V7";16;"MIX_Hi_3";"cs"
"2247";"C";"440,660";"./mix_s2.txt";"mix";2;"V7";9;"MIX_Hi_3";"fluc"
"2248";"D";"440,660";"./mix_s2.txt";"mix";2;"V7";15;"MIX_Hi_3";"inc"
"2249";"E";"440,660";"./mix_s2.txt";"mix";2;"V7";3;"MIX_Hi_3";"flucinc"
"2250";"F";"440,660";"./mix_s2.txt";"mix";2;"V7";2;"MQ";NA
"2251";"A";"440";"./mix_s2.txt";"mix";2;"V7";0,04;"MQ";NA
"2252";"B";"440";"./mix_s2.txt";"mix";2;"V7";0,044;"MIX_Hi_3";"cs"
"2253";"C";"440";"./mix_s2.txt";"mix";2;"V7";0,048;"MIX_Hi_3";"fluc"
"2254";"D";"440";"./mix_s2.txt";"mix";2;"V7";0,046;"MIX_Hi_3";"inc"
"2255";"E";"440";"./mix_s2.txt";"mix";2;"V7";0,045;"MIX_Hi_3";"flucinc"
"2256";"F";"440";"./mix_s2.txt";"mix";2;"V7";0,04;"MQ";NA
"2257";"A";"450";"./mix_s2.txt";"mix";2;"V7";0,04;"MQ";NA
"2258";"B";"450";"./mix_s2.txt";"mix";2;"V7";0,044;"MIX_Hi_3";"cs"
"2259";"C";"450";"./mix_s2.txt";"mix";2;"V7";0,047;"MIX_Hi_3";"fluc"
"2260";"D";"450";"./mix_s2.txt";"mix";2;"V7";0,045;"MIX_Hi_3";"inc"
"2261";"E";"450";"./mix_s2.txt";"mix";2;"V7";0,044;"MIX_Hi_3";"flucinc"
"2262";"F";"450";"./mix_s2.txt";"mix";2;"V7";0,04;"MQ";NA
"2263";"A";"650";"./mix_s2.txt";"mix";2;"V7";0,038;"MQ";NA
"2264";"B";"650";"./mix_s2.txt";"mix";2;"V7";0,038;"MIX_Hi_3";"cs"
"2265";"C";"650";"./mix_s2.txt";"mix";2;"V7";0,04;"MIX_Hi_3";"fluc"
"2266";"D";"650";"./mix_s2.txt";"mix";2;"V7";0,039;"MIX_Hi_3";"inc"
"2267";"E";"650";"./mix_s2.txt";"mix";2;"V7";0,04;"MIX_Hi_3";"flucinc"
"2268";"F";"650";"./mix_s2.txt";"mix";2;"V7";0,036;"MQ";NA
"2269";"A";"395,680";"./mix_s2.txt";"mix";2;"V8";5;"MQ";NA
"2270";"B";"395,680";"./mix_s2.txt";"mix";2;"V8";1;"MQ";NA
"2271";"C";"395,680";"./mix_s2.txt";"mix";2;"V8";4;"MQ";NA
"2272";"D";"395,680";"./mix_s2.txt";"mix";2;"V8";0;"MQ";NA
"2273";"E";"395,680";"./mix_s2.txt";"mix";2;"V8";2;"MQ";NA
"2274";"F";"395,680";"./mix_s2.txt";"mix";2;"V8";1;"MQ";NA
"2275";"A";"614,680";"./mix_s2.txt";"mix";2;"V8";1;"MQ";NA
"2276";"B";"614,680";"./mix_s2.txt";"mix";2;"V8";1;"MQ";NA
"2277";"C";"614,680";"./mix_s2.txt";"mix";2;"V8";4;"MQ";NA
"2278";"D";"614,680";"./mix_s2.txt";"mix";2;"V8";1;"MQ";NA
"2279";"E";"614,680";"./mix_s2.txt";"mix";2;"V8";0;"MQ";NA
"2280";"F";"614,680";"./mix_s2.txt";"mix";2;"V8";3;"MQ";NA
"2281";"A";"440,660";"./mix_s2.txt";"mix";2;"V8";1;"MQ";NA
"2282";"B";"440,660";"./mix_s2.txt";"mix";2;"V8";3;"MQ";NA
"2283";"C";"440,660";"./mix_s2.txt";"mix";2;"V8";3;"MQ";NA
"2284";"D";"440,660";"./mix_s2.txt";"mix";2;"V8";7;"MQ";NA
"2285";"E";"440,660";"./mix_s2.txt";"mix";2;"V8";3;"MQ";NA
"2286";"F";"440,660";"./mix_s2.txt";"mix";2;"V8";1;"MQ";NA
"2287";"A";"440";"./mix_s2.txt";"mix";2;"V8";0,04;"MQ";NA
"2288";"B";"440";"./mix_s2.txt";"mix";2;"V8";0,039;"MQ";NA
"2289";"C";"440";"./mix_s2.txt";"mix";2;"V8";0,039;"MQ";NA
"2290";"D";"440";"./mix_s2.txt";"mix";2;"V8";0,039;"MQ";NA
"2291";"E";"440";"./mix_s2.txt";"mix";2;"V8";0,039;"MQ";NA
"2292";"F";"440";"./mix_s2.txt";"mix";2;"V8";0,04;"MQ";NA
"2293";"A";"450";"./mix_s2.txt";"mix";2;"V8";0,04;"MQ";NA
"2294";"B";"450";"./mix_s2.txt";"mix";2;"V8";0,039;"MQ";NA
"2295";"C";"450";"./mix_s2.txt";"mix";2;"V8";0,038;"MQ";NA
"2296";"D";"450";"./mix_s2.txt";"mix";2;"V8";0,039;"MQ";NA
"2297";"E";"450";"./mix_s2.txt";"mix";2;"V8";0,04;"MQ";NA
"2298";"F";"450";"./mix_s2.txt";"mix";2;"V8";0,04;"MQ";NA
"2299";"A";"650";"./mix_s2.txt";"mix";2;"V8";0,038;"MQ";NA
"2300";"B";"650";"./mix_s2.txt";"mix";2;"V8";0,036;"MQ";NA
"2301";"C";"650";"./mix_s2.txt";"mix";2;"V8";0,035;"MQ";NA
"2302";"D";"650";"./mix_s2.txt";"mix";2;"V8";0,037;"MQ";NA
"2303";"E";"650";"./mix_s2.txt";"mix";2;"V8";0,035;"MQ";NA
"2304";"F";"650";"./mix_s2.txt";"mix";2;"V8";0,038;"MQ";NA
"2305";"A";"395,680";"./mix_s15.txt";"mix";15;"V1";4;"MQ";NA
"2306";"B";"395,680";"./mix_s15.txt";"mix";15;"V1";1;"MQ";NA
"2307";"C";"395,680";"./mix_s15.txt";"mix";15;"V1";1;"MQ";NA
"2308";"D";"395,680";"./mix_s15.txt";"mix";15;"V1";1;"MQ";NA
"2309";"E";"395,680";"./mix_s15.txt";"mix";15;"V1";1;"MQ";NA
"2310";"F";"395,680";"./mix_s15.txt";"mix";15;"V1";0;"MQ";NA
"2311";"A";"614,680";"./mix_s15.txt";"mix";15;"V1";0;"MQ";NA
"2312";"B";"614,680";"./mix_s15.txt";"mix";15;"V1";0;"MQ";NA
"2313";"C";"614,680";"./mix_s15.txt";"mix";15;"V1";5;"MQ";NA
"2314";"D";"614,680";"./mix_s15.txt";"mix";15;"V1";3;"MQ";NA
"2315";"E";"614,680";"./mix_s15.txt";"mix";15;"V1";3;"MQ";NA
"2316";"F";"614,680";"./mix_s15.txt";"mix";15;"V1";3;"MQ";NA
"2317";"A";"440,660";"./mix_s15.txt";"mix";15;"V1";6;"MQ";NA
"2318";"B";"440,660";"./mix_s15.txt";"mix";15;"V1";3;"MQ";NA
"2319";"C";"440,660";"./mix_s15.txt";"mix";15;"V1";0;"MQ";NA
"2320";"D";"440,660";"./mix_s15.txt";"mix";15;"V1";3;"MQ";NA
"2321";"E";"440,660";"./mix_s15.txt";"mix";15;"V1";7;"MQ";NA
"2322";"F";"440,660";"./mix_s15.txt";"mix";15;"V1";9;"MQ";NA
"2323";"A";"440";"./mix_s15.txt";"mix";15;"V1";0,04;"MQ";NA
"2324";"B";"440";"./mix_s15.txt";"mix";15;"V1";0,04;"MQ";NA
"2325";"C";"440";"./mix_s15.txt";"mix";15;"V1";0,04;"MQ";NA
"2326";"D";"440";"./mix_s15.txt";"mix";15;"V1";0,041;"MQ";NA
"2327";"E";"440";"./mix_s15.txt";"mix";15;"V1";0,04;"MQ";NA
"2328";"F";"440";"./mix_s15.txt";"mix";15;"V1";0,042;"MQ";NA
"2329";"A";"450";"./mix_s15.txt";"mix";15;"V1";0,04;"MQ";NA
"2330";"B";"450";"./mix_s15.txt";"mix";15;"V1";0,04;"MQ";NA
"2331";"C";"450";"./mix_s15.txt";"mix";15;"V1";0,039;"MQ";NA
"2332";"D";"450";"./mix_s15.txt";"mix";15;"V1";0,041;"MQ";NA
"2333";"E";"450";"./mix_s15.txt";"mix";15;"V1";0,04;"MQ";NA
"2334";"F";"450";"./mix_s15.txt";"mix";15;"V1";0,042;"MQ";NA
"2335";"A";"650";"./mix_s15.txt";"mix";15;"V1";0,035;"MQ";NA
"2336";"B";"650";"./mix_s15.txt";"mix";15;"V1";0,037;"MQ";NA
"2337";"C";"650";"./mix_s15.txt";"mix";15;"V1";0,036;"MQ";NA
"2338";"D";"650";"./mix_s15.txt";"mix";15;"V1";0,036;"MQ";NA
"2339";"E";"650";"./mix_s15.txt";"mix";15;"V1";0,038;"MQ";NA
"2340";"F";"650";"./mix_s15.txt";"mix";15;"V1";0,037;"MQ";NA
"2341";"A";"395,680";"./mix_s15.txt";"mix";15;"V2";0;"MQ";NA
"2342";"B";"395,680";"./mix_s15.txt";"mix";15;"V2";270;"MIX_Low_1";"cs"
"2343";"C";"395,680";"./mix_s15.txt";"mix";15;"V2";172;"MIX_Low_1";"fluc"
"2344";"D";"395,680";"./mix_s15.txt";"mix";15;"V2";365;"MIX_Low_1";"inc"
"2345";"E";"395,680";"./mix_s15.txt";"mix";15;"V2";139;"MIX_Low_1";"flucinc"
"2346";"F";"395,680";"./mix_s15.txt";"mix";15;"V2";2;"MQ";NA
"2347";"A";"614,680";"./mix_s15.txt";"mix";15;"V2";6;"MQ";NA
"2348";"B";"614,680";"./mix_s15.txt";"mix";15;"V2";45;"MIX_Low_1";"cs"
"2349";"C";"614,680";"./mix_s15.txt";"mix";15;"V2";39;"MIX_Low_1";"fluc"
"2350";"D";"614,680";"./mix_s15.txt";"mix";15;"V2";62;"MIX_Low_1";"inc"
"2351";"E";"614,680";"./mix_s15.txt";"mix";15;"V2";28;"MIX_Low_1";"flucinc"
"2352";"F";"614,680";"./mix_s15.txt";"mix";15;"V2";0;"MQ";NA
"2353";"A";"440,660";"./mix_s15.txt";"mix";15;"V2";11;"MQ";NA
"2354";"B";"440,660";"./mix_s15.txt";"mix";15;"V2";181;"MIX_Low_1";"cs"
"2355";"C";"440,660";"./mix_s15.txt";"mix";15;"V2";128;"MIX_Low_1";"fluc"
"2356";"D";"440,660";"./mix_s15.txt";"mix";15;"V2";204;"MIX_Low_1";"inc"
"2357";"E";"440,660";"./mix_s15.txt";"mix";15;"V2";101;"MIX_Low_1";"flucinc"
"2358";"F";"440,660";"./mix_s15.txt";"mix";15;"V2";4;"MQ";NA
"2359";"A";"440";"./mix_s15.txt";"mix";15;"V2";0,04;"MQ";NA
"2360";"B";"440";"./mix_s15.txt";"mix";15;"V2";0,09;"MIX_Low_1";"cs"
"2361";"C";"440";"./mix_s15.txt";"mix";15;"V2";0,084;"MIX_Low_1";"fluc"
"2362";"D";"440";"./mix_s15.txt";"mix";15;"V2";0,078;"MIX_Low_1";"inc"
"2363";"E";"440";"./mix_s15.txt";"mix";15;"V2";0,086;"MIX_Low_1";"flucinc"
"2364";"F";"440";"./mix_s15.txt";"mix";15;"V2";0,039;"MQ";NA
"2365";"A";"450";"./mix_s15.txt";"mix";15;"V2";0,04;"MQ";NA
"2366";"B";"450";"./mix_s15.txt";"mix";15;"V2";0,087;"MIX_Low_1";"cs"
"2367";"C";"450";"./mix_s15.txt";"mix";15;"V2";0,082;"MIX_Low_1";"fluc"
"2368";"D";"450";"./mix_s15.txt";"mix";15;"V2";0,073;"MIX_Low_1";"inc"
"2369";"E";"450";"./mix_s15.txt";"mix";15;"V2";0,084;"MIX_Low_1";"flucinc"
"2370";"F";"450";"./mix_s15.txt";"mix";15;"V2";0,039;"MQ";NA
"2371";"A";"650";"./mix_s15.txt";"mix";15;"V2";0,036;"MQ";NA
"2372";"B";"650";"./mix_s15.txt";"mix";15;"V2";0,073;"MIX_Low_1";"cs"
"2373";"C";"650";"./mix_s15.txt";"mix";15;"V2";0,067;"MIX_Low_1";"fluc"
"2374";"D";"650";"./mix_s15.txt";"mix";15;"V2";0,066;"MIX_Low_1";"inc"
"2375";"E";"650";"./mix_s15.txt";"mix";15;"V2";0,067;"MIX_Low_1";"flucinc"
"2376";"F";"650";"./mix_s15.txt";"mix";15;"V2";0,037;"MQ";NA
"2377";"A";"395,680";"./mix_s15.txt";"mix";15;"V3";3;"MQ";NA
"2378";"B";"395,680";"./mix_s15.txt";"mix";15;"V3";312;"MIX_Low_2";"cs"
"2379";"C";"395,680";"./mix_s15.txt";"mix";15;"V3";277;"MIX_Low_2";"fluc"
"2380";"D";"395,680";"./mix_s15.txt";"mix";15;"V3";371;"MIX_Low_2";"inc"
"2381";"E";"395,680";"./mix_s15.txt";"mix";15;"V3";144;"MIX_Low_2";"flucinc"
"2382";"F";"395,680";"./mix_s15.txt";"mix";15;"V3";3;"MQ";NA
"2383";"A";"614,680";"./mix_s15.txt";"mix";15;"V3";4;"MQ";NA
"2384";"B";"614,680";"./mix_s15.txt";"mix";15;"V3";72;"MIX_Low_2";"cs"
"2385";"C";"614,680";"./mix_s15.txt";"mix";15;"V3";57;"MIX_Low_2";"fluc"
"2386";"D";"614,680";"./mix_s15.txt";"mix";15;"V3";67;"MIX_Low_2";"inc"
"2387";"E";"614,680";"./mix_s15.txt";"mix";15;"V3";24;"MIX_Low_2";"flucinc"
"2388";"F";"614,680";"./mix_s15.txt";"mix";15;"V3";2;"MQ";NA
"2389";"A";"440,660";"./mix_s15.txt";"mix";15;"V3";3;"MQ";NA
"2390";"B";"440,660";"./mix_s15.txt";"mix";15;"V3";212;"MIX_Low_2";"cs"
"2391";"C";"440,660";"./mix_s15.txt";"mix";15;"V3";188;"MIX_Low_2";"fluc"
"2392";"D";"440,660";"./mix_s15.txt";"mix";15;"V3";246;"MIX_Low_2";"inc"
"2393";"E";"440,660";"./mix_s15.txt";"mix";15;"V3";91;"MIX_Low_2";"flucinc"
"2394";"F";"440,660";"./mix_s15.txt";"mix";15;"V3";3;"MQ";NA
"2395";"A";"440";"./mix_s15.txt";"mix";15;"V3";0,041;"MQ";NA
"2396";"B";"440";"./mix_s15.txt";"mix";15;"V3";0,102;"MIX_Low_2";"cs"
"2397";"C";"440";"./mix_s15.txt";"mix";15;"V3";0,107;"MIX_Low_2";"fluc"
"2398";"D";"440";"./mix_s15.txt";"mix";15;"V3";0,074;"MIX_Low_2";"inc"
"2399";"E";"440";"./mix_s15.txt";"mix";15;"V3";0,085;"MIX_Low_2";"flucinc"
"2400";"F";"440";"./mix_s15.txt";"mix";15;"V3";0,039;"MQ";NA
"2401";"A";"450";"./mix_s15.txt";"mix";15;"V3";0,042;"MQ";NA
"2402";"B";"450";"./mix_s15.txt";"mix";15;"V3";0,101;"MIX_Low_2";"cs"
"2403";"C";"450";"./mix_s15.txt";"mix";15;"V3";0,104;"MIX_Low_2";"fluc"
"2404";"D";"450";"./mix_s15.txt";"mix";15;"V3";0,07;"MIX_Low_2";"inc"
"2405";"E";"450";"./mix_s15.txt";"mix";15;"V3";0,083;"MIX_Low_2";"flucinc"
"2406";"F";"450";"./mix_s15.txt";"mix";15;"V3";0,039;"MQ";NA
"2407";"A";"650";"./mix_s15.txt";"mix";15;"V3";0,037;"MQ";NA
"2408";"B";"650";"./mix_s15.txt";"mix";15;"V3";0,084;"MIX_Low_2";"cs"
"2409";"C";"650";"./mix_s15.txt";"mix";15;"V3";0,084;"MIX_Low_2";"fluc"
"2410";"D";"650";"./mix_s15.txt";"mix";15;"V3";0,055;"MIX_Low_2";"inc"
"2411";"E";"650";"./mix_s15.txt";"mix";15;"V3";0,064;"MIX_Low_2";"flucinc"
"2412";"F";"650";"./mix_s15.txt";"mix";15;"V3";0,037;"MQ";NA
"2413";"A";"395,680";"./mix_s15.txt";"mix";15;"V4";3;"MQ";NA
"2414";"B";"395,680";"./mix_s15.txt";"mix";15;"V4";301;"MIX_Low_3";"cs"
"2415";"C";"395,680";"./mix_s15.txt";"mix";15;"V4";284;"MIX_Low_3";"fluc"
"2416";"D";"395,680";"./mix_s15.txt";"mix";15;"V4";342;"MIX_Low_3";"inc"
"2417";"E";"395,680";"./mix_s15.txt";"mix";15;"V4";131;"MIX_Low_3";"flucinc"
"2418";"F";"395,680";"./mix_s15.txt";"mix";15;"V4";0;"MQ";NA
"2419";"A";"614,680";"./mix_s15.txt";"mix";15;"V4";0;"MQ";NA
"2420";"B";"614,680";"./mix_s15.txt";"mix";15;"V4";67;"MIX_Low_3";"cs"
"2421";"C";"614,680";"./mix_s15.txt";"mix";15;"V4";64;"MIX_Low_3";"fluc"
"2422";"D";"614,680";"./mix_s15.txt";"mix";15;"V4";75;"MIX_Low_3";"inc"
"2423";"E";"614,680";"./mix_s15.txt";"mix";15;"V4";30;"MIX_Low_3";"flucinc"
"2424";"F";"614,680";"./mix_s15.txt";"mix";15;"V4";0;"MQ";NA
"2425";"A";"440,660";"./mix_s15.txt";"mix";15;"V4";6;"MQ";NA
"2426";"B";"440,660";"./mix_s15.txt";"mix";15;"V4";191;"MIX_Low_3";"cs"
"2427";"C";"440,660";"./mix_s15.txt";"mix";15;"V4";193;"MIX_Low_3";"fluc"
"2428";"D";"440,660";"./mix_s15.txt";"mix";15;"V4";203;"MIX_Low_3";"inc"
"2429";"E";"440,660";"./mix_s15.txt";"mix";15;"V4";80;"MIX_Low_3";"flucinc"
"2430";"F";"440,660";"./mix_s15.txt";"mix";15;"V4";9;"MQ";NA
"2431";"A";"440";"./mix_s15.txt";"mix";15;"V4";0,04;"MQ";NA
"2432";"B";"440";"./mix_s15.txt";"mix";15;"V4";0,103;"MIX_Low_3";"cs"
"2433";"C";"440";"./mix_s15.txt";"mix";15;"V4";0,104;"MIX_Low_3";"fluc"
"2434";"D";"440";"./mix_s15.txt";"mix";15;"V4";0,078;"MIX_Low_3";"inc"
"2435";"E";"440";"./mix_s15.txt";"mix";15;"V4";0,082;"MIX_Low_3";"flucinc"
"2436";"F";"440";"./mix_s15.txt";"mix";15;"V4";0,039;"MQ";NA
"2437";"A";"450";"./mix_s15.txt";"mix";15;"V4";0,039;"MQ";NA
"2438";"B";"450";"./mix_s15.txt";"mix";15;"V4";0,101;"MIX_Low_3";"cs"
"2439";"C";"450";"./mix_s15.txt";"mix";15;"V4";0,103;"MIX_Low_3";"fluc"
"2440";"D";"450";"./mix_s15.txt";"mix";15;"V4";0,071;"MIX_Low_3";"inc"
"2441";"E";"450";"./mix_s15.txt";"mix";15;"V4";0,082;"MIX_Low_3";"flucinc"
"2442";"F";"450";"./mix_s15.txt";"mix";15;"V4";0,039;"MQ";NA
"2443";"A";"650";"./mix_s15.txt";"mix";15;"V4";0,037;"MQ";NA
"2444";"B";"650";"./mix_s15.txt";"mix";15;"V4";0,085;"MIX_Low_3";"cs"
"2445";"C";"650";"./mix_s15.txt";"mix";15;"V4";0,085;"MIX_Low_3";"fluc"
"2446";"D";"650";"./mix_s15.txt";"mix";15;"V4";0,059;"MIX_Low_3";"inc"
"2447";"E";"650";"./mix_s15.txt";"mix";15;"V4";0,064;"MIX_Low_3";"flucinc"
"2448";"F";"650";"./mix_s15.txt";"mix";15;"V4";0,037;"MQ";NA
"2449";"A";"395,680";"./mix_s15.txt";"mix";15;"V5";5;"MQ";NA
"2450";"B";"395,680";"./mix_s15.txt";"mix";15;"V5";312;"MIX_Hi_1";"cs"
"2451";"C";"395,680";"./mix_s15.txt";"mix";15;"V5";321;"MIX_Hi_1";"fluc"
"2452";"D";"395,680";"./mix_s15.txt";"mix";15;"V5";483;"MIX_Hi_1";"inc"
"2453";"E";"395,680";"./mix_s15.txt";"mix";15;"V5";175;"MIX_Hi_1";"flucinc"
"2454";"F";"395,680";"./mix_s15.txt";"mix";15;"V5";0;"MQ";NA
"2455";"A";"614,680";"./mix_s15.txt";"mix";15;"V5";5;"MQ";NA
"2456";"B";"614,680";"./mix_s15.txt";"mix";15;"V5";52;"MIX_Hi_1";"cs"
"2457";"C";"614,680";"./mix_s15.txt";"mix";15;"V5";64;"MIX_Hi_1";"fluc"
"2458";"D";"614,680";"./mix_s15.txt";"mix";15;"V5";86;"MIX_Hi_1";"inc"
"2459";"E";"614,680";"./mix_s15.txt";"mix";15;"V5";30;"MIX_Hi_1";"flucinc"
"2460";"F";"614,680";"./mix_s15.txt";"mix";15;"V5";0;"MQ";NA
"2461";"A";"440,660";"./mix_s15.txt";"mix";15;"V5";8;"MQ";NA
"2462";"B";"440,660";"./mix_s15.txt";"mix";15;"V5";209;"MIX_Hi_1";"cs"
"2463";"C";"440,660";"./mix_s15.txt";"mix";15;"V5";205;"MIX_Hi_1";"fluc"
"2464";"D";"440,660";"./mix_s15.txt";"mix";15;"V5";301;"MIX_Hi_1";"inc"
"2465";"E";"440,660";"./mix_s15.txt";"mix";15;"V5";104;"MIX_Hi_1";"flucinc"
"2466";"F";"440,660";"./mix_s15.txt";"mix";15;"V5";10;"MQ";NA
